Brand,HotelFeatures,HotelAttributes,KidsServices,Price,altID,obsID,qID,respID
Intercontinental,Large spacious rooms,Access to sports facilities,Kids Club,AU 195,2,395,10,36
Marriott,Large spacious rooms,Complimentary breakfast,Kids themed rooms,AU 195,1,396,11,36
Hilton,Family activities located nearby,Variety of restaurants,Kids activities planned by hotel staff,AU 220,2,396,11,36
DoubleTree,Central or desirable location,Complimentary breakfast,Kids eat free,AU 295,1,397,1,37
Novotel,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 195,2,397,1,37
Hilton,Central or desirable location,All inclusive,Kids eat free,AU 295,1,398,2,37
DoubleTree,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 195,2,398,2,37
Intercontinental,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 270,1,399,3,37
Marriott,Connected room guaranteed,Babysitting service,Kids eat free,AU 295,2,399,3,37
Intercontinental,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 220,1,400,4,37
Marriott,Connected room guaranteed,All inclusive,Kids eat free,AU 245,2,400,4,37
Intercontinental,Large spacious rooms,All inclusive,Kids Club,AU 195,1,401,5,37
Marriott,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 220,2,401,5,37
Marriott,Connected room guaranteed,Access to sports facilities,Kids eat free,AU 245,1,402,6,37
Hilton,Large spacious rooms,Babysitting service,Kids themed rooms,AU 270,2,402,6,37
Intercontinental,Connected room guaranteed,Variety of restaurants,Playground or Kids only play areas,AU 220,1,403,7,37
Marriott,Large spacious rooms,Access to sports facilities,Kids eat free,AU 245,2,403,7,37
Hilton,Connected room guaranteed,Variety of restaurants,Kids Club,AU 270,1,404,8,37
DoubleTree,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 295,2,404,8,37
Hilton,Pool,All inclusive,Playground or Kids only play areas,AU 245,1,405,9,37
DoubleTree,Central or desirable location,Complimentary breakfast,Kids eat free,AU 270,2,405,9,37
Hilton,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 295,1,406,10,37
DoubleTree,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 195,2,406,10,37
Novotel,Pool,All inclusive,Kids Club,AU 270,1,407,11,37
Intercontinental,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 295,2,407,11,37
Hilton,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 245,1,408,1,38
DoubleTree,Family activities located nearby,Complimentary breakfast,Kids Club,AU 270,2,408,1,38
DoubleTree,Pool,Access to sports facilities,Kids Club,AU 245,1,409,2,38
Novotel,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 270,2,409,2,38
DoubleTree,Large spacious rooms,Babysitting service,Kids themed rooms,AU 220,1,410,3,38
Novotel,Family activities located nearby,All inclusive,Kids activities planned by hotel staff,AU 245,2,410,3,38
Hilton,Pool,Access to sports facilities,Playground or Kids only play areas,AU 195,1,411,4,38
DoubleTree,Central or desirable location,Babysitting service,Kids eat free,AU 220,2,411,4,38
Intercontinental,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 245,1,412,5,38
Marriott,Large spacious rooms,Access to sports facilities,Kids themed rooms,AU 270,2,412,5,38
Marriott,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 220,1,413,6,38
Hilton,Central or desirable location,Access to sports facilities,Kids Club,AU 245,2,413,6,38
Marriott,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 245,1,414,7,38
Hilton,Connected room guaranteed,All inclusive,Kids Club,AU 270,2,414,7,38
Marriott,Connected room guaranteed,Access to sports facilities,Playground or Kids only play areas,AU 195,1,415,8,38
Hilton,Large spacious rooms,Babysitting service,Kids eat free,AU 220,2,415,8,38
DoubleTree,Pool,Access to sports facilities,Kids eat free,AU 270,1,416,9,38
Novotel,Central or desirable location,Babysitting service,Kids themed rooms,AU 295,2,416,9,38
Marriott,Central or desirable location,Babysitting service,Kids Club,AU 220,1,417,10,38
Hilton,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 245,2,417,10,38
Intercontinental,Connected room guaranteed,Variety of restaurants,Playground or Kids only play areas,AU 195,1,418,11,38
Marriott,Large spacious rooms,Access to sports facilities,Kids eat free,AU 220,2,418,11,38
Hilton,Family activities located nearby,Access to sports facilities,Kids themed rooms,AU 220,1,419,1,39
DoubleTree,Pool,Babysitting service,Kids activities planned by hotel staff,AU 245,2,419,1,39
DoubleTree,Connected room guaranteed,Access to sports facilities,Playground or Kids only play areas,AU 195,1,420,2,39
Novotel,Large spacious rooms,Babysitting service,Kids eat free,AU 220,2,420,2,39
Novotel,Central or desirable location,Babysitting service,Kids Club,AU 270,1,421,3,39
Intercontinental,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 295,2,421,3,39
DoubleTree,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 270,1,422,4,39
Novotel,Pool,Complimentary breakfast,Kids eat free,AU 295,2,422,4,39
DoubleTree,Central or desirable location,All inclusive,Kids themed rooms,AU 245,1,423,5,39
Novotel,Connected room guaranteed,Complimentary breakfast,Kids activities planned by hotel staff,AU 270,2,423,5,39
Intercontinental,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 270,1,424,6,39
Marriott,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 295,2,424,6,39
Marriott,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 220,1,425,7,39
Hilton,Pool,Access to sports facilities,Kids eat free,AU 245,2,425,7,39
Novotel,Pool,Variety of restaurants,Kids eat free,AU 220,1,426,8,39
Intercontinental,Central or desirable location,Access to sports facilities,Kids themed rooms,AU 245,2,426,8,39
Hilton,Pool,Variety of restaurants,Kids Club,AU 295,1,427,9,39
DoubleTree,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 195,2,427,9,39
Intercontinental,Family activities located nearby,Variety of restaurants,Kids activities planned by hotel staff,AU 220,1,428,10,39
Marriott,Pool,Access to sports facilities,Kids Club,AU 245,2,428,10,39
Novotel,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 295,1,429,11,39
Intercontinental,Large spacious rooms,Variety of restaurants,Playground or Kids only play areas,AU 195,2,429,11,39
Novotel,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 220,1,430,1,40
Intercontinental,Pool,Complimentary breakfast,Kids eat free,AU 245,2,430,1,40
DoubleTree,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 245,1,431,2,40
Novotel,Connected room guaranteed,All inclusive,Kids eat free,AU 270,2,431,2,40
Hilton,Connected room guaranteed,All inclusive,Kids themed rooms,AU 270,1,432,3,40
DoubleTree,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,2,432,3,40
Hilton,Pool,Variety of restaurants,Kids eat free,AU 195,1,433,4,40
DoubleTree,Central or desirable location,Access to sports facilities,Kids themed rooms,AU 220,2,433,4,40
Hilton,Central or desirable location,Access to sports facilities,Kids eat free,AU 270,1,434,5,40
DoubleTree,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 295,2,434,5,40
DoubleTree,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 270,1,435,6,40
Novotel,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 295,2,435,6,40
Hilton,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 220,1,436,7,40
DoubleTree,Family activities located nearby,All inclusive,Kids eat free,AU 245,2,436,7,40
Marriott,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 195,1,437,8,40
Hilton,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 220,2,437,8,40
DoubleTree,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 220,1,438,9,40
Novotel,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 245,2,438,9,40
Novotel,Connected room guaranteed,All inclusive,Kids themed rooms,AU 220,1,439,10,40
Intercontinental,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,2,439,10,40
Intercontinental,Connected room guaranteed,Complimentary breakfast,Playground or Kids only play areas,AU 195,1,440,11,40
Marriott,Large spacious rooms,Variety of restaurants,Kids eat free,AU 220,2,440,11,40
Intercontinental,Family activities located nearby,All inclusive,Kids eat free,AU 295,1,441,1,41
Marriott,Pool,Complimentary breakfast,Kids themed rooms,AU 195,2,441,1,41
DoubleTree,Large spacious rooms,Access to sports facilities,Kids Club,AU 295,1,442,2,41
Novotel,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 195,2,442,2,41
Hilton,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 270,1,443,3,41
DoubleTree,Pool,All inclusive,Kids Club,AU 295,2,443,3,41
Intercontinental,Family activities located nearby,Access to sports facilities,Kids Club,AU 220,1,444,4,41
Marriott,Pool,Babysitting service,Playground or Kids only play areas,AU 245,2,444,4,41
Hilton,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 295,1,445,5,41
DoubleTree,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 195,2,445,5,41
Novotel,Connected room guaranteed,Variety of restaurants,Kids Club,AU 220,1,446,6,41
Intercontinental,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 245,2,446,6,41
Hilton,Pool,All inclusive,Kids themed rooms,AU 295,1,447,7,41
DoubleTree,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 195,2,447,7,41
Marriott,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 220,1,448,8,41
Hilton,Large spacious rooms,Babysitting service,Kids Club,AU 245,2,448,8,41
Novotel,Connected room guaranteed,Variety of restaurants,Kids Club,AU 295,1,449,9,41
Intercontinental,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 195,2,449,9,41
Marriott,Pool,All inclusive,Kids eat free,AU 245,1,450,10,41
Hilton,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 270,2,450,10,41
Intercontinental,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 295,1,451,11,41
Marriott,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 195,2,451,11,41
Marriott,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 195,1,452,1,42
Hilton,Central or desirable location,Access to sports facilities,Kids Club,AU 220,2,452,1,42
Marriott,Family activities located nearby,Access to sports facilities,Kids Club,AU 270,1,453,2,42
Hilton,Pool,Babysitting service,Playground or Kids only play areas,AU 295,2,453,2,42
Hilton,Connected room guaranteed,Access to sports facilities,Kids themed rooms,AU 270,1,454,3,42
DoubleTree,Large spacious rooms,Babysitting service,Kids activities planned by hotel staff,AU 295,2,454,3,42
Novotel,Pool,Complimentary breakfast,Kids eat free,AU 195,1,455,4,42
Intercontinental,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 220,2,455,4,42
DoubleTree,Large spacious rooms,Access to sports facilities,Kids eat free,AU 245,1,456,5,42
Novotel,Family activities located nearby,Babysitting service,Kids themed rooms,AU 270,2,456,5,42
Intercontinental,Central or desirable location,Babysitting service,Kids Club,AU 245,1,457,6,42
Marriott,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 270,2,457,6,42
Hilton,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 270,1,458,7,42
DoubleTree,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 295,2,458,7,42
Hilton,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,1,459,8,42
DoubleTree,Connected room guaranteed,Variety of restaurants,Kids Club,AU 245,2,459,8,42
DoubleTree,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 270,1,460,9,42
Novotel,Pool,Access to sports facilities,Kids eat free,AU 295,2,460,9,42
DoubleTree,Family activities located nearby,Access to sports facilities,Kids eat free,AU 220,1,461,10,42
Novotel,Pool,Babysitting service,Kids themed rooms,AU 245,2,461,10,42
Marriott,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,1,462,11,42
Hilton,Connected room guaranteed,Variety of restaurants,Kids Club,AU 245,2,462,11,42
Marriott,Pool,All inclusive,Kids eat free,AU 220,1,463,1,43
Hilton,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 245,2,463,1,43
Novotel,Connected room guaranteed,All inclusive,Kids activities planned by hotel staff,AU 295,1,464,2,43
Intercontinental,Large spacious rooms,Complimentary breakfast,Kids Club,AU 195,2,464,2,43
DoubleTree,Pool,All inclusive,Kids themed rooms,AU 195,1,465,3,43
Novotel,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,2,465,3,43
Marriott,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 245,1,466,4,43
Hilton,Family activities located nearby,Babysitting service,Kids eat free,AU 270,2,466,4,43
Intercontinental,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 245,1,467,5,43
Marriott,Pool,Variety of restaurants,Kids eat free,AU 270,2,467,5,43
Novotel,Central or desirable location,Access to sports facilities,Kids activities planned by hotel staff,AU 195,1,468,6,43
Intercontinental,Connected room guaranteed,Babysitting service,Kids Club,AU 220,2,468,6,43
Intercontinental,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,1,469,7,43
Marriott,Central or desirable location,Variety of restaurants,Kids Club,AU 195,2,469,7,43
DoubleTree,Pool,Complimentary breakfast,Playground or Kids only play areas,AU 270,1,470,8,43
Novotel,Central or desirable location,Variety of restaurants,Kids eat free,AU 295,2,470,8,43
DoubleTree,Large spacious rooms,Complimentary breakfast,Playground or Kids only play areas,AU 295,1,471,9,43
Novotel,Family activities located nearby,Variety of restaurants,Kids eat free,AU 195,2,471,9,43
Intercontinental,Family activities located nearby,Access to sports facilities,Kids activities planned by hotel staff,AU 220,1,472,10,43
